Customer ID,Recency,Frequency,Monetary,Average Quantity Per Order,Average Unit Price,Average Discount %,Payment Method Diversity,Product Category Diversity,Cluster
2239,727,1,6486.0,1.0,6486.0,0.0,1,1,0
2240,646,2,3600.0,1.0,1800.0,0.0,1,2,0
2241,761,1,1500.0,1.0,1500.0,0.0,1,1,0
2242,546,4,1446.0,1.25,336.75,0.0,1,2,0
2243,761,2,1347.0,1.0,673.5,0.0,1,2,0
2244,749,3,948.0,1.0,316.0,0.0,1,2,0
2246,397,25,13423.1,1.16,694.44,15.6,4,8,1
2248,118,26,21733.07,1.08,787.04,0.0,1,6,1
2249,761,1,499.0,1.0,499.0,0.0,1,1,0
2250,761,3,4209.0,1.33,1109.67,0.0,1,1,0
2251,761,1,1200.0,2.0,600.0,0.0,1,1,0
2252,756,2,849.0,1.0,424.5,0.0,1,2,0
2253,761,1,2400.0,2.0,1200.0,0.0,1,1,0
2254,761,2,150.0,1.0,75.0,0.0,1,1,0
2255,21,4,2943.0,1.0,735.75,0.0,2,4,1
2256,52,12,12014.0,1.42,834.92,0.0,1,6,1
2258,733,8,13035.0,1.62,1442.5,0.0,2,2,0
2259,761,1,174.0,1.0,174.0,0.0,1,1,0
2260,108,21,9186.0,1.33,374.19,0.0,3,4,1
2261,694,2,4060.0,1.0,2030.0,0.0,1,2,0
2262,519,3,905.0,1.0,301.67,0.0,1,2,0
2263,761,1,234.0,1.0,234.0,0.0,1,1,0
2265,89,46,25880.25,1.02,573.23,2.62,3,7,1
2267,315,1,3000.0,1.0,3000.0,0.0,1,1,0
2269,761,2,640.0,1.0,320.0,0.0,1,1,0
2270,557,3,2419.0,1.0,806.33,0.0,1,3,0
2271,761,3,2110.0,1.0,703.33,0.0,1,1,0
2272,569,6,7552.0,1.0,1258.67,0.0,1,4,0
2274,750,3,1600.0,1.0,533.33,0.0,1,1,0
2275,732,2,4598.0,1.0,2299.0,0.0,2,1,0
2276,451,14,16606.0,1.0,1186.14,0.0,2,6,1
2277,279,1,1520.0,1.0,1520.0,0.0,1,1,0
2278,181,6,2825.0,1.67,387.5,0.0,1,2,0
2279,520,6,5275.0,1.0,879.17,0.0,1,1,0
2280,760,1,1941.0,1.0,1941.0,0.0,1,1,0
2281,735,6,3715.0,1.17,591.0,0.0,2,2,0
2282,760,1,999.0,1.0,999.0,0.0,1,1,0
2283,642,5,10855.0,1.0,2171.0,0.0,2,2,0
2285,760,1,280.0,2.0,140.0,0.0,1,1,0
2287,523,3,3978.0,1.0,1326.0,0.0,1,2,0
2288,276,14,3573.0,1.43,217.14,0.0,1,4,0
2289,760,1,415.0,1.0,415.0,0.0,1,1,0
2290,760,3,2280.0,1.67,446.67,0.0,1,1,0
2291,760,1,2999.0,1.0,2999.0,0.0,1,1,0
2292,760,2,1794.0,3.0,299.0,0.0,1,2,0
2293,760,2,1794.0,3.0,299.0,0.0,1,2,0
2295,760,2,1794.0,3.0,299.0,0.0,1,2,0
2296,574,3,4896.0,1.33,1365.67,0.0,1,1,0
2297,110,53,272828.3,1.04,5769.15,12.61,4,8,1
2298,760,1,895.0,1.0,895.0,0.0,1,1,0
2300,760,1,1299.0,1.0,1299.0,0.0,1,1,0
2301,277,3,12406.1,1.0,4838.67,5.13,2,2,0
2302,760,1,19590.0,1.0,19590.0,0.0,1,1,2
2303,595,8,2790.0,1.12,349.38,1.25,2,5,1
2304,760,1,160.0,1.0,160.0,0.0,1,1,0
2305,756,2,3840.0,1.0,1920.0,0.0,1,1,0
2306,760,2,2400.0,2.0,600.0,0.0,1,1,0
2307,760,2,598.0,1.0,299.0,0.0,1,2,0
2308,90,125,62812.0,1.18,465.82,0.26,3,10,1
2309,760,1,299.0,1.0,299.0,0.0,1,1,0
2310,760,1,299.0,1.0,299.0,0.0,1,1,0
2311,760,1,899.0,1.0,899.0,0.0,1,1,0
2312,760,1,990.0,1.0,990.0,0.0,1,1,0
2313,760,1,299.0,1.0,299.0,0.0,1,1,0
2315,760,1,1200.0,2.0,600.0,0.0,1,1,0
2316,760,1,26999.0,1.0,26999.0,0.0,1,1,2
2317,634,1,350.0,1.0,350.0,0.0,1,1,0
2318,760,1,1449.0,1.0,1449.0,0.0,1,1,0
2320,760,1,99.0,1.0,99.0,0.0,1,1,0
2321,735,4,2649.0,1.0,662.25,0.0,2,1,0
2322,107,17,133945.11,1.0,9171.41,8.65,4,3,1
2324,114,7,9798.0,1.0,1399.71,0.0,1,3,0
2325,325,21,16301.95,1.19,676.76,2.86,4,5,1
2326,740,2,1100.0,1.0,550.0,0.0,1,1,0
2327,760,1,390.0,1.0,390.0,0.0,1,1,0
2329,760,1,2500.0,1.0,2500.0,0.0,1,1,0
2331,760,1,499.0,1.0,499.0,0.0,1,1,0
2332,760,1,550.0,1.0,550.0,0.0,1,1,0
2333,405,1,1100.0,1.0,1100.0,0.0,1,1,0
2334,760,1,899.0,1.0,899.0,0.0,1,1,0
2335,720,3,3420.0,1.0,1140.0,0.0,2,1,0
2336,760,1,300.0,1.0,300.0,0.0,1,1,0
2337,760,1,1910.0,1.0,1910.0,0.0,1,1,0
2338,698,5,860.0,1.0,172.0,0.0,1,1,0
2339,581,17,11492.0,1.0,676.0,0.0,2,4,1
2340,760,1,1449.0,1.0,1449.0,0.0,1,1,0
2341,760,1,99.0,1.0,99.0,0.0,1,1,0
2342,760,1,510.0,1.0,510.0,0.0,1,1,0
2343,760,1,80.0,1.0,80.0,0.0,1,1,0
2344,622,2,2250.0,1.0,1125.0,0.0,1,1,0
2345,193,6,5372.0,1.0,895.33,0.0,1,3,0
2346,760,3,3448.0,1.0,1149.33,0.0,1,2,0
2347,380,11,5103.0,1.18,408.91,0.0,2,3,0
2348,410,22,12195.5,1.09,670.68,16.82,4,6,1
2349,760,1,120.0,1.0,120.0,0.0,1,1,0
2353,307,18,5840.0,1.22,255.56,0.0,1,2,0
2355,285,5,5068.0,1.0,1013.6,0.0,2,2,0
2357,759,1,280.0,1.0,280.0,0.0,1,1,0
2358,759,3,2165.0,1.0,721.67,0.0,1,1,0
2359,759,1,1065.0,1.0,1065.0,0.0,1,1,0
2360,759,2,1104.0,1.0,552.0,0.0,1,2,0
2362,759,1,299.0,1.0,299.0,0.0,1,1,0
2363,501,34,15277.0,3.15,171.41,0.0,1,1,3
2364,453,19,8558.0,1.0,450.42,0.0,2,5,1
2365,719,7,15729.0,1.0,2247.0,0.0,2,2,0
2366,759,1,1200.0,1.0,1200.0,0.0,1,1,0
2367,606,3,485.0,1.33,120.0,0.0,1,1,0
2368,759,1,160.0,1.0,160.0,0.0,1,1,0
2369,759,1,630.0,1.0,630.0,0.0,1,1,0
2370,759,1,544.0,1.0,544.0,0.0,1,1,0
2371,229,22,77112.85,1.18,3831.05,20.36,4,7,1
2372,759,1,2095.0,1.0,2095.0,0.0,1,1,0
2373,285,26,10559.5,1.0,406.13,0.0,2,7,1
2374,759,1,99.0,1.0,99.0,0.0,1,1,0
2375,720,3,7500.0,1.0,2500.0,0.0,1,1,0
2376,648,1,1198.0,2.0,599.0,0.0,1,1,0
2377,623,1,599.0,1.0,599.0,0.0,1,1,0
2379,759,1,100.0,1.0,100.0,0.0,1,1,0
2380,759,1,1200.0,1.0,1200.0,0.0,1,1,0
2381,759,1,150.0,1.0,150.0,0.0,1,1,0
2382,759,1,70.0,1.0,70.0,0.0,1,1,0
2383,596,7,4155.0,1.14,565.0,0.0,1,3,0
2384,759,3,4120.0,1.0,1373.33,0.0,1,1,0
2386,121,10,8121.0,1.1,729.8,0.0,1,3,0
2387,276,2,1449.0,1.0,724.5,0.0,1,2,0
2388,749,3,360.0,1.0,120.0,0.0,1,1,0
2389,755,2,800.0,1.0,400.0,0.0,1,2,0
2390,759,1,600.0,1.0,600.0,0.0,1,1,0
2391,759,4,3624.0,1.0,906.0,0.0,1,2,0
2393,759,1,999.0,1.0,999.0,0.0,1,1,0
2394,759,1,450.0,1.0,450.0,0.0,1,1,0
2395,217,22,9252.0,1.0,434.18,2.3,2,6,1
2397,254,14,14888.0,1.14,1059.86,1.34,3,4,1
2399,641,3,3147.0,1.0,1049.0,0.0,2,2,0
2400,757,4,4026.0,1.0,1006.5,0.0,1,1,0
2401,759,4,6855.0,1.75,1339.5,0.0,1,1,0
2402,759,1,1761.0,1.0,1761.0,0.0,1,1,0
2404,759,1,300.0,1.0,300.0,0.0,1,1,0
2405,622,2,655.0,1.0,327.5,0.0,1,1,0
2406,759,3,583.0,1.0,194.33,0.0,1,1,0
2408,758,1,3000.0,1.0,3000.0,0.0,1,1,0
2409,568,2,1579.0,1.0,789.5,0.0,1,2,0
2410,758,1,299.0,1.0,299.0,0.0,1,1,0
2413,642,6,16366.0,1.0,2727.67,0.0,2,3,0
2414,711,2,1259.0,1.0,629.5,0.0,1,2,0
2415,382,9,6517.0,1.0,724.11,0.0,2,5,1
2416,752,2,1800.0,1.5,600.0,0.0,1,1,0
2418,600,28,9433.0,1.07,326.57,0.0,2,5,1
2419,758,1,899.0,1.0,899.0,0.0,1,1,0
2420,758,1,899.0,1.0,899.0,0.0,1,1,0
2421,159,20,27061.5,1.0,1517.2,7.44,3,6,1
2422,441,3,1100.0,1.0,366.67,0.0,1,1,0
2423,758,1,649.0,1.0,649.0,0.0,1,1,0
2424,482,3,3534.0,1.67,606.0,0.0,1,2,0
2425,758,1,899.0,1.0,899.0,0.0,1,1,0
2427,758,1,600.0,1.0,600.0,0.0,1,1,0
2428,93,25,35318.76,1.36,1110.6,0.52,2,5,1
2429,758,1,600.0,1.0,600.0,0.0,1,1,0
2430,758,1,600.0,1.0,600.0,0.0,1,1,0
2431,758,1,600.0,1.0,600.0,0.0,1,1,0
2432,758,2,8994.0,3.0,1499.0,0.0,1,1,0
2433,758,1,2000.0,1.0,2000.0,0.0,1,1,0
2435,285,2,19083.0,1.0,10941.5,6.65,2,1,2
2436,758,1,1550.0,1.0,1550.0,0.0,1,1,0
2437,758,1,699.0,1.0,699.0,0.0,1,1,0
2440,758,1,1199.0,1.0,1199.0,0.0,1,1,0
2441,758,1,16899.0,1.0,16899.0,0.0,1,1,2
2442,758,1,510.0,1.0,510.0,0.0,1,1,0
2444,631,6,2021.0,1.0,336.83,0.0,2,2,0
2445,758,1,570.0,3.0,190.0,0.0,1,1,0
2446,758,1,1690.0,1.0,1690.0,0.0,1,1,0
2447,272,15,34788.8,1.0,2499.55,14.11,3,5,1
2448,758,1,1000.0,1.0,1000.0,0.0,1,1,0
2449,758,2,1798.55,1.0,899.28,0.0,1,1,0
2451,758,1,899.0,1.0,899.0,0.0,1,1,0
2452,758,1,899.0,1.0,899.0,0.0,1,1,0
2453,758,3,362.1,1.0,120.7,0.0,1,1,0
2454,673,77,47974.55,2.16,285.02,0.0,2,2,1
2455,329,20,8221.0,1.2,395.05,0.0,1,6,1
2457,494,14,6241.5,1.14,395.14,0.0,1,3,0
2458,104,20,73891.13,1.05,3972.35,7.88,3,6,1
2459,529,17,10074.0,1.12,567.59,0.0,2,6,1
2460,281,6,9404.7,1.0,1700.17,5.65,2,4,1
2461,758,1,150.0,1.0,150.0,0.0,1,1,0
2462,758,1,600.0,1.0,600.0,0.0,1,1,0
2463,640,2,1100.0,1.0,550.0,0.0,1,2,0
2464,732,2,1380.0,1.0,690.0,0.0,1,2,0
2465,285,14,93456.3,1.0,7497.07,3.64,3,3,1
2466,741,4,3814.0,1.0,953.5,0.0,1,3,0
2467,640,3,2613.0,1.0,871.0,0.0,2,2,0
2468,694,2,23550.0,1.0,11775.0,0.0,1,2,0
2469,758,1,99.0,1.0,99.0,0.0,1,1,0
2470,758,1,1200.0,1.0,1200.0,0.0,1,1,0
2471,758,1,99.0,1.0,99.0,0.0,1,1,0
2473,758,1,600.0,1.0,600.0,0.0,1,1,0
2475,758,1,1250.0,1.0,1250.0,0.0,1,1,0
2476,758,1,140.0,1.0,140.0,0.0,1,1,0
2477,758,2,725.0,1.0,362.5,0.0,2,1,0
2478,12,227,1058824.78,1.28,5031.96,6.65,4,11,1
2480,758,1,24999.0,1.0,24999.0,0.0,1,1,2
2481,94,54,46813.0,1.02,853.94,0.0,2,7,1
2482,758,2,2039.4,2.0,566.5,20.0,1,1,0
2483,758,1,399.0,1.0,399.0,0.0,1,1,0
2484,758,1,764.0,1.0,764.0,0.0,1,1,0
2485,758,1,490.0,1.0,490.0,0.0,1,1,0
2486,323,1,1199.0,1.0,1199.0,0.0,1,1,0
2488,758,1,499.0,1.0,499.0,0.0,1,1,0
2491,713,1,999.0,1.0,999.0,0.0,1,1,0
2492,372,13,11233.0,1.46,637.15,0.0,1,4,0
2493,757,4,1080.0,1.0,270.0,0.0,1,1,0
2495,740,2,2249.0,1.0,1124.5,0.0,1,2,0
2496,757,1,2016.0,1.0,2016.0,0.0,1,1,0
2497,757,1,399.0,1.0,399.0,0.0,1,1,0
2498,754,5,27897.0,1.0,5579.4,0.0,1,4,0
2499,668,4,2392.0,1.0,598.0,0.0,1,2,0
2500,757,1,2750.0,1.0,2750.0,0.0,1,1,0
2503,159,8,50934.9,1.0,7113.75,6.7,3,5,1
2504,623,10,3608.0,1.0,360.8,0.0,2,5,1
2505,757,3,3550.0,1.67,816.67,0.0,1,1,0
2506,639,11,4674.0,1.09,388.64,0.0,2,5,1
2507,757,1,399.0,1.0,399.0,0.0,1,1,0
2508,648,11,7288.0,1.18,555.27,0.0,3,3,1
2509,697,6,3517.0,1.0,586.17,0.0,2,3,0
2510,705,4,5784.0,1.25,1317.25,0.0,2,3,0
2511,489,28,72538.2,1.04,2591.0,4.29,4,9,1
2512,256,20,6332.0,1.0,316.6,0.0,2,4,1
2513,523,5,1199.0,1.2,215.8,0.0,1,3,0
2514,697,1,85.0,1.0,85.0,0.0,1,1,0
2515,757,1,450.0,1.0,450.0,0.0,1,1,0
2516,757,1,600.0,1.0,600.0,0.0,1,1,0
2518,757,1,399.0,1.0,399.0,0.0,1,1,0
2519,636,4,3295.0,1.25,724.0,0.0,1,1,0
2521,168,3,3999.0,1.33,999.67,0.0,2,2,0
2522,278,15,12073.6,1.0,856.23,1.03,3,5,1
2523,757,2,956.0,2.0,266.0,0.0,1,2,0
2524,757,1,4499.0,1.0,4499.0,0.0,1,1,0
2525,680,9,3360.0,1.22,306.78,0.0,1,3,0
2526,757,1,90.0,1.0,90.0,0.0,1,1,0
2527,739,3,2584.0,1.0,861.33,0.0,2,2,0
2528,757,1,144.0,1.0,144.0,0.0,1,1,0
2529,757,1,945.0,1.0,945.0,0.0,1,1,0
2530,450,9,4178.0,1.0,464.22,0.0,1,2,0
2531,518,10,5869.6,1.1,657.0,6.0,3,5,1
2532,757,1,595.0,1.0,595.0,0.0,1,1,0
2533,279,22,13808.8,1.09,616.99,0.0,3,6,1
2534,726,2,1150.0,1.0,575.0,0.0,2,1,0
2535,757,1,699.0,1.0,699.0,0.0,1,1,0
2536,757,3,2598.0,1.67,533.0,0.0,1,1,0
2538,757,1,1313.0,1.0,1313.0,0.0,1,1,0
2541,757,3,6365.0,1.0,2121.67,0.0,1,3,0
2543,757,1,399.0,1.0,399.0,0.0,1,1,0
2544,730,4,2520.0,1.0,630.0,0.0,1,2,0
2545,399,3,1353.0,3.0,150.33,0.0,1,2,3
2546,651,12,8634.0,1.17,651.17,0.0,1,4,0
2548,157,35,31688.4,1.37,832.8,2.51,4,10,1
2549,757,1,460.0,1.0,460.0,0.0,1,1,0
2550,404,2,1448.0,1.0,724.0,0.0,1,2,0
2551,20,3,3528.0,1.0,1176.0,0.0,1,1,0
2552,609,14,10048.0,1.07,682.04,0.71,2,4,0
2555,280,3,1040.0,1.0,346.67,0.0,2,1,0
2556,757,2,839.0,1.0,419.5,0.0,2,1,0
2557,757,1,99.0,1.0,99.0,0.0,1,1,0
2558,467,5,12165.5,1.0,2622.2,8.22,3,3,1
2559,757,1,12400.0,1.0,12400.0,0.0,1,1,0
2560,463,12,39213.0,1.17,3256.92,0.0,2,5,1
2561,384,1,618.8,2.0,364.0,30.0,1,1,2
2563,757,2,2050.0,2.5,425.0,0.0,1,1,0
2564,757,1,399.0,1.0,399.0,0.0,1,1,0
2565,84,4,2804.15,1.0,738.5,3.75,2,3,0
2566,699,4,5999.5,1.25,1767.0,6.25,2,2,0
2567,486,4,7894.75,1.25,1907.25,1.25,2,3,0
2568,567,5,4043.0,1.0,808.6,0.0,1,3,0
2569,178,1,1078.2,2.0,599.0,20.0,1,1,2
2570,643,3,606.0,1.0,249.67,14.67,3,2,0
2572,613,6,2380.0,1.0,430.67,5.0,2,2,0
2573,646,3,1201.5,1.0,400.5,0.0,1,2,0
2575,47,40,40652.59,1.08,966.61,0.0,2,9,1
2577,712,1,1000.0,1.0,1000.0,0.0,1,1,0
2578,278,1,9416.95,1.0,11667.0,19.3,1,1,2
2579,75,29,41967.5,1.24,1317.16,0.0,1,5,1
2580,93,18,5473.0,1.06,294.61,0.0,1,2,0
2581,757,1,900.0,3.0,300.0,0.0,1,1,0
2583,757,1,1765.0,1.0,1765.0,0.0,1,1,0
2584,757,1,360.0,1.0,360.0,0.0,1,1,0
2585,757,1,2500.0,1.0,2500.0,0.0,1,1,0
2587,547,4,920.0,1.25,211.25,0.0,1,2,0
2588,757,1,570.0,1.0,570.0,0.0,1,1,0
2589,754,4,2199.0,1.0,549.75,0.0,1,1,0
2590,757,1,1280.0,1.0,1280.0,0.0,1,1,0
2592,757,1,455.0,1.0,455.0,0.0,1,1,0
2593,757,1,3750.0,1.0,3750.0,0.0,1,1,0
2594,351,4,2727.0,1.0,681.75,0.0,1,2,0
2595,757,2,615.0,1.0,307.5,0.0,1,1,0
2596,757,1,1675.0,1.0,1675.0,0.0,1,1,0
2597,757,1,16899.0,1.0,16899.0,0.0,1,1,2
2598,757,1,895.0,1.0,895.0,0.0,1,1,0
2599,276,31,146577.1,1.03,5310.68,6.28,3,6,1
2600,249,82,48624.5,1.43,596.45,12.52,4,9,1
2601,604,2,3999.0,1.0,1999.5,0.0,1,1,0
2602,757,1,700.0,2.0,350.0,0.0,1,1,0
2603,723,3,5513.0,1.0,1837.67,0.0,1,2,0
2605,126,11,98741.0,1.18,9795.36,3.92,2,5,1
2606,757,2,525.0,1.0,262.5,0.0,1,1,0
2607,757,1,800.0,1.0,800.0,0.0,1,1,0
2608,42,17,24996.0,1.06,1454.76,0.0,3,5,1
2609,546,7,5948.0,1.0,849.71,0.0,1,3,0
2610,756,1,1700.0,1.0,1700.0,0.0,1,1,0
2611,756,2,2620.0,1.0,1310.0,0.0,1,1,0
2612,501,4,1464.0,1.0,366.0,0.0,2,3,0
2613,756,2,1319.0,1.0,659.5,0.0,1,2,0
2614,756,1,399.0,1.0,399.0,0.0,1,1,0
2615,756,1,1175.0,1.0,1175.0,0.0,1,1,0
2616,752,2,614.0,1.0,307.0,0.0,1,2,0
2617,740,2,2249.0,1.0,1124.5,0.0,1,1,0
2618,673,11,3895.0,1.18,308.64,0.0,2,3,0
2619,277,12,17608.1,1.17,1626.67,1.28,2,4,1
2620,756,2,195.0,1.0,97.5,0.0,1,1,0
2621,756,1,599.0,1.0,599.0,0.0,1,1,0
2623,756,1,281.0,1.0,281.0,0.0,1,1,0
2625,514,2,3699.0,1.0,1849.5,0.0,2,2,0
2626,104,62,89117.94,1.23,1607.4,9.02,4,8,1
2628,756,4,436.0,1.0,109.0,0.0,1,3,0
2629,277,14,6258.29,1.0,447.02,0.0,2,3,0
2630,756,1,460.0,1.0,460.0,0.0,1,1,0
2631,720,10,12155.0,1.0,1215.5,0.0,1,4,0
2632,756,3,1849.0,1.0,616.33,0.0,1,2,0
2633,2,20,10517.45,1.1,492.6,2.75,2,9,1
2634,756,1,399.0,1.0,399.0,0.0,1,1,0
2635,756,1,16899.0,1.0,16899.0,0.0,1,1,2
2636,756,1,999.0,1.0,999.0,0.0,1,1,0
2637,756,1,380.0,1.0,380.0,0.0,1,1,0
2638,582,2,1299.0,1.0,649.5,0.0,1,2,0
2639,756,1,15999.0,1.0,15999.0,0.0,1,1,2
2644,401,4,2212.0,1.25,440.5,0.0,1,1,0
2646,756,1,269.0,1.0,269.0,0.0,1,1,0
2647,756,1,1500.0,1.0,1500.0,0.0,1,1,0
2648,527,26,13245.0,1.19,456.92,0.0,1,5,0
2649,756,1,600.0,1.0,600.0,0.0,1,1,0
2650,756,2,279.0,1.0,139.5,0.0,1,1,0
2651,189,1,720.0,1.0,720.0,0.0,1,1,0
2652,242,8,43234.75,1.0,5646.88,1.88,3,4,1
2654,41,22,13182.75,1.41,564.95,0.23,2,7,1
2655,756,1,798.0,2.0,399.0,0.0,1,1,0
2656,31,18,26213.32,1.61,968.76,5.59,4,5,1
2657,756,1,1798.0,2.0,899.0,0.0,1,1,0
2658,756,1,999.0,1.0,999.0,0.0,1,1,0
2660,752,2,5550.0,1.0,2775.0,0.0,2,1,0
2661,84,63,84470.0,1.03,1361.26,0.79,3,8,1
2662,756,1,1895.0,1.0,1895.0,0.0,1,1,0
2663,756,1,455.0,1.0,455.0,0.0,1,1,0
2664,756,1,999.0,1.0,999.0,0.0,1,1,0
2665,756,1,1461.25,1.0,1461.25,0.0,1,1,0
2666,756,2,3450.0,1.5,1150.0,0.0,1,1,0
2667,756,1,510.0,1.0,510.0,0.0,1,1,0
2668,756,1,399.0,1.0,399.0,0.0,1,1,0
2669,756,2,3449.0,1.0,1724.5,0.0,1,2,0
2670,755,3,1447.0,1.0,482.33,0.0,1,1,0
2673,756,5,2630.0,1.0,526.0,0.0,1,1,0
2674,389,7,3520.2,1.0,524.29,2.86,2,2,0
2675,114,22,158456.0,1.23,7158.36,1.11,4,4,1
2676,741,1,690.0,1.0,690.0,0.0,1,1,0
2677,436,5,3631.0,1.0,726.2,0.0,1,4,0
2679,134,28,33226.5,1.0,1186.66,0.0,2,8,1
2682,756,1,580.0,1.0,580.0,0.0,1,1,0
2683,144,10,5579.0,1.1,551.0,0.0,1,3,0
2684,756,1,150.0,1.0,150.0,0.0,1,1,0
2685,621,5,3198.0,1.0,639.6,0.0,1,1,0
2686,440,3,8525.0,1.0,2841.67,0.0,1,1,0
2687,481,6,18237.0,1.33,2711.17,0.0,2,5,1
2688,756,1,600.0,1.0,600.0,0.0,1,1,0
2689,756,2,1618.5,1.0,809.25,0.0,1,1,0
2690,165,4,22107.3,1.0,6471.75,7.5,4,3,1
2691,643,2,1198.0,1.0,599.0,0.0,2,1,0
2694,561,3,2179.0,1.0,726.33,0.0,1,3,0
2695,754,3,985.0,2.33,181.67,0.0,1,1,0
2696,756,1,2000.0,1.0,2000.0,0.0,1,1,0
2701,756,1,2200.0,1.0,2200.0,0.0,1,1,0
2702,490,1,950.0,1.0,950.0,0.0,1,1,0
2704,549,3,3947.0,1.0,1315.67,0.0,1,2,0
2705,646,3,2134.5,1.33,578.5,0.0,1,1,0
2706,756,1,220.0,1.0,220.0,0.0,1,1,0
2709,756,1,899.0,1.0,899.0,0.0,1,1,0
2713,756,1,899.0,1.0,899.0,0.0,1,1,0
2714,756,1,180.0,2.0,90.0,0.0,1,1,0
2715,494,2,1199.0,1.0,599.5,0.0,1,2,0
2717,756,1,399.0,1.0,399.0,0.0,1,1,0
2719,738,2,3199.0,1.0,1599.5,0.0,1,2,0
2721,754,2,748.0,1.0,374.0,0.0,1,1,0
2723,728,2,4524.0,1.0,2262.0,0.0,1,1,0
2724,756,1,200.0,1.0,200.0,0.0,1,1,0
2725,756,1,460.0,1.0,460.0,0.0,1,1,0
2727,755,1,200.0,1.0,200.0,0.0,1,1,0
2729,755,1,399.0,1.0,399.0,0.0,1,1,0
2730,711,2,799.0,1.0,399.5,0.0,1,2,0
2731,205,8,13918.5,1.0,1739.81,0.0,2,2,0
2733,755,1,2250.0,1.0,2250.0,0.0,1,1,0
2734,567,2,1619.0,1.0,809.5,0.0,1,2,0
2737,293,11,6242.0,1.09,499.27,0.0,1,4,0
2739,676,1,570.0,1.0,570.0,0.0,1,1,0
2740,491,33,23612.5,1.09,724.97,0.3,3,7,1
2742,755,1,120.0,1.0,120.0,0.0,1,1,0
2743,755,2,3845.0,1.0,1922.5,0.0,1,2,0
2744,12,53,49156.25,1.11,961.88,2.08,4,8,1
2745,571,8,4650.0,1.0,581.25,0.0,2,2,0
2746,755,1,399.0,1.0,399.0,0.0,1,1,0
2747,641,2,2239.0,1.0,1119.5,0.0,1,2,0
2749,61,31,64911.3,1.1,2420.06,14.2,3,8,1
2750,107,8,7990.0,1.25,916.25,0.0,1,6,1
2752,755,2,1434.0,1.0,717.0,0.0,1,2,0
2753,708,1,1247.5,1.0,1247.5,0.0,1,1,0
2754,742,4,798.0,1.0,199.5,0.0,2,2,0
2756,755,1,330.0,1.0,330.0,0.0,1,1,0
2757,755,1,399.0,1.0,399.0,0.0,1,1,0
2759,739,7,6244.0,1.0,892.0,0.0,2,3,0
2760,755,1,43.0,1.0,43.0,0.0,1,1,0
2761,639,3,1439.0,1.0,479.67,0.0,1,2,0
2762,644,6,13462.25,1.0,2327.0,4.17,1,3,0
2763,755,1,16899.0,1.0,16899.0,0.0,1,1,2
2764,492,15,14969.0,1.07,1007.27,1.0,2,5,1
2765,755,1,850.0,1.0,850.0,0.0,1,1,0
2766,402,39,19109.7,1.08,471.24,0.26,2,5,1
2767,755,1,399.0,1.0,399.0,0.0,1,1,0
2768,755,1,145.0,1.0,145.0,0.0,1,1,0
2769,755,1,600.0,1.0,600.0,0.0,1,1,0
2770,755,1,1125.0,1.0,1125.0,0.0,1,1,0
2771,570,7,34898.0,1.0,4985.43,0.0,1,3,0
2772,579,3,1399.0,1.67,376.33,0.0,1,3,0
2773,755,1,1650.0,1.0,1650.0,0.0,1,1,0
2774,755,1,399.0,1.0,399.0,0.0,1,1,0
2776,753,7,5642.0,1.29,600.29,0.0,1,2,0
2777,652,3,1284.0,1.33,329.67,0.0,1,2,0
2778,280,14,3836.65,1.0,274.05,0.0,2,3,0
2779,755,2,885.0,1.5,295.0,0.0,1,1,0
2780,755,1,2380.0,1.0,2380.0,0.0,1,1,0
2781,608,6,1819.0,1.0,303.17,0.0,1,5,0
2782,595,13,3056.0,1.23,210.54,0.0,1,3,0
2783,755,1,399.0,1.0,399.0,0.0,1,1,0
2784,2,146,75920.02,1.25,511.04,14.94,4,10,1
2785,755,2,694.0,1.0,347.0,0.0,1,2,0
2786,755,1,650.0,1.0,650.0,0.0,1,1,0
2787,755,1,399.0,1.0,399.0,0.0,1,1,0
2789,749,2,2125.0,1.0,1062.5,0.0,2,2,0
2790,648,16,15637.0,1.0,977.31,0.0,1,6,0
2791,755,2,1999.0,1.5,924.5,0.0,1,1,0
2792,747,3,4200.0,2.0,700.0,0.0,1,1,0
2793,755,1,295.0,1.0,295.0,0.0,1,1,0
2796,754,2,590.0,1.0,295.0,0.0,1,1,0
2797,712,3,4080.0,1.33,1040.0,0.0,1,1,0
2799,755,1,280.0,1.0,280.0,0.0,1,1,0
2801,589,3,980.0,1.33,266.67,0.0,2,2,0
2802,702,1,99.0,1.0,99.0,0.0,1,1,0
2804,156,7,62415.75,1.57,11506.86,22.29,1,4,2
2805,643,2,1440.0,1.0,1200.0,40.0,1,1,2
2806,755,1,2500.0,1.0,2500.0,0.0,1,1,0
2807,755,1,115.0,1.0,115.0,0.0,1,1,0
2808,644,2,775.0,1.0,387.5,0.0,2,2,0
2809,755,1,399.0,1.0,399.0,0.0,1,1,0
2810,432,2,3980.0,1.0,1990.0,0.0,2,1,0
2813,755,2,4470.0,1.5,1490.0,0.0,1,1,0
2814,755,1,1175.0,1.0,1175.0,0.0,1,1,0
2815,755,1,399.0,1.0,399.0,0.0,1,1,0
2816,494,26,11102.0,1.31,390.08,0.0,2,4,1
2818,607,23,12001.2,1.43,384.52,1.52,3,5,1
2819,755,1,798.0,2.0,399.0,0.0,1,1,0
2820,750,6,1645.0,1.0,274.17,0.0,2,1,0
